,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,51.385927505330166,10.447761194029876,18.265813788201985,19.900497512437973
WhiteHigh,17.9597701149425,22.27011494252868,20.11494252873559,39.65517241379323
BlackLow,20.282317979197735,10.401188707280836,44.6508172362553,24.665676077266145
BlackHigh,15.636960087479645,13.887370147621766,19.026790595954246,51.44887916894434
