,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.11782233362101915,0.04868383802286,0.05254971681216926,0.06056815810993907
WhiteHigh,0.040912844533176784,0.038508500266990854,0.04301743815523359,0.11266374635906844
BlackLow,0.06549447864372604,0.03957511426853344,0.072734275286226,0.09718790196157909
BlackHigh,0.046764453977081,0.09002123834623624,0.09884313984850351,0.4825274076101104
