,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.13698370594922177,0.027851458885941604,0.048692686623721275,0.05305039787798431
WhiteHigh,0.023683213338385734,0.029367184539598284,0.02652519893899201,0.052292535051155956
BlackLow,0.05172413793103469,0.02652519893899201,0.11386888973095782,0.0629026146267529
BlackHigh,0.05418719211822684,0.04812428950360001,0.0659340659340662,0.17828723001136554
