,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,36.81592039800984,8.386638237384519,33.97299218194736,20.824449182658277
WhiteHigh,33.477011494252906,15.51724137931032,17.52873563218387,33.477011494252906
BlackLow,24.814264487370117,8.618127786032687,33.13521545319459,33.432392273402606
BlackHigh,17.605248769819728,19.354838709677555,16.40240568616744,46.637506834335284
