,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,53.58919687277864,14.925373134328455,18.40796019900513,13.077469793887767
WhiteHigh,27.011494252873558,17.528735632183892,22.126436781609154,33.33333333333341
BlackLow,21.91679049034187,10.84695393759286,36.62704309063881,30.60921248142646
BlackHigh,9.294696555494868,11.919081465281693,24.056861673045532,54.72936030617791
