,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.09814323607427006,0.02235695339143614,0.0905646078059868,0.05551345206517646
WhiteHigh,0.04414550966275115,0.02046229632436529,0.02311481621826448,0.04414550966275115
BlackLow,0.06328154604016706,0.02197802197802197,0.08450170519136019,0.08525956801818851
BlackHigh,0.061007957559682024,0.06707086017430869,0.05683971201212608,0.16161424782114236
