,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.12978400909435267,0.03334596438044711,0.058544903372489875,0.044903372489579506
WhiteHigh,0.03220917014020458,0.019136036377415695,0.02652519893899201,0.05399772641151975
BlackLow,0.06631299734748036,0.03239863584691167,0.08601743084501684,0.07029177718832907
BlackHigh,0.03827207275483141,0.04698749526335748,0.08393330807123894,0.17733990147783013
