,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.01502273560155122,0.017276223578633777,0.014695980113694515,0.041580506484545546
WhiteHigh,0.014156263647509777,0.022975438293994194,0.01719828109385853,0.1147101360836626
BlackLow,0.016955852548754785,0.0189887935189165,0.01581318147879891,0.06039622122462266
BlackHigh,0.0503191449308713,0.10156420013378123,0.06714504765149473,0.40870746011893117
