,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,39.422326307572206,6.479313036690126,43.013270882123265,11.0850897736144
WhiteHigh,29.197080291970845,18.126520681265156,30.6569343065694,22.019464720194605
BlackLow,20.343461030383228,13.936591809775473,44.05548216644616,21.664464993395136
BlackHigh,9.271523178807971,27.272727272727327,20.288982540638358,43.16676700782636
