,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.1206357689288806,0.0441086163375913,0.19623123497460057,0.13410036287509863
WhiteHigh,0.0815720156906286,0.048577432939457724,0.05399764283883631,0.16432577707905177
BlackLow,0.1362787719647879,0.05225326248456778,0.14593421963673167,0.16371245831504405
BlackHigh,0.1563552246542429,0.23053249577661625,0.112890693666874,0.5159645317900239
