,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.18800636108584395,0.056266835534054115,0.12575902610472145,0.1138785980587817
WhiteHigh,0.05568652253531734,0.04615360393404154,0.06511817219293642,0.1779139144212922
BlackLow,0.14353611571783714,0.07186202140401343,0.09874743285779847,0.1125495709831558
BlackHigh,0.0940955352327531,0.15540642295312418,0.1497614018511641,0.5596069170080213
