,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.1428571428571413,0.03978779840848812,0.04907161803713545,0.03486169003410382
WhiteHigh,0.03561955286093217,0.02311481621826448,0.0291777188328912,0.043956043956044064
BlackLow,0.055892383478590636,0.02766199317923452,0.09340659340659302,0.07805987116331942
BlackHigh,0.03220917014020458,0.041303524062144825,0.0833649109511177,0.18965517241379043
