,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,48.32162373145953,12.334113973458248,20.608899297424017,18.735362997658182
WhiteHigh,28.710462287104637,14.476885644768819,22.506082725060775,34.30656934306577
BlackLow,23.778071334214108,13.077939233817727,31.505944517833484,31.63804491413467
BlackHigh,11.559301625526864,13.305237808549172,25.285972305839987,49.84948826008398
