,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,48.685145700070755,12.508884150675224,21.961620469083336,16.844349680170673
WhiteHigh,24.425287356321775,14.51149425287355,20.11494252873558,40.948275862069096
BlackLow,26.002971768202165,12.704309063892993,33.72956909361059,27.563150074294253
BlackHigh,11.044286495352736,13.559322033898438,24.22088572990717,51.17550574084165
