,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,0.29645354118741335,0.08886744555502546,0.1430126934101806,0.11113030735802992
WhiteHigh,0.08080477152558423,0.049397086392555904,0.09722092730025929,0.14691282887347804
BlackLow,0.16235562124625108,0.07387705811701581,0.14310148965757336,0.11739238322948072
BlackHigh,0.08903400845160205,0.11629799210996289,0.1333990290183496,0.2603003668438326
