,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,38.85144803777713,11.627521666691388,25.98805827510339,23.532972020428083
WhiteHigh,16.147001823490044,13.382813164728693,18.881826288844433,51.58835872293683
BlackLow,33.63903216567194,16.84153731909445,23.142385131216276,26.37704538401734
BlackHigh,9.813166335985093,16.207241654422536,15.618525825274482,58.36106618431789
