,WhiteLow,WhiteHigh,BlackLow,BlackHigh
WhiteLow,46.35969295807707,13.897177525348212,22.3644640203916,17.378665496183114
WhiteHigh,21.586183222671245,13.195935554353056,25.971594376910463,39.246286846065246
BlackLow,32.68511025044488,14.872782174081589,28.808906834007665,23.63320074146587
BlackHigh,14.862995325977959,19.414340016945488,22.26912142080527,43.45354323627129
